geneSymbol	doid_code	doid_name	geneId	count	pubmeds_max	score_max	score_mean	associationType	source
KLHL20	DOID:10871	age related macular degeneration	27252	1	0	0.002317068	0.002317068	GeneticVariation	GAD
ZNF330	DOID:10871	age related macular degeneration	27309	1	0	0.002317068	0.002317068	GeneticVariation	GAD
MAT2B	DOID:10871	age related macular degeneration	27430	1	0	0.002317068	0.002317068	GeneticVariation	GAD
TIMM21	DOID:10871	age related macular degeneration	29090	1	0	0.002317068	0.002317068	GeneticVariation	GAD
PADI1	DOID:10871	age related macular degeneration	29943	1	0	0.002317068	0.002317068	GeneticVariation	GAD
ATP6V0A4	DOID:10871	age related macular degeneration	50617	1	0	0.002317068	0.002317068	GeneticVariation	GAD
PRKAG3	DOID:10871	age related macular degeneration	53632	1	0	0.002317068	0.002317068	GeneticVariation	GAD
SNTG1	DOID:10871	age related macular degeneration	54212	1	0	0.002317068	0.002317068	GeneticVariation	GAD
TRMT13	DOID:10871	age related macular degeneration	54482	1	0	0.002317068	0.002317068	GeneticVariation	GAD
APBB1IP	DOID:10871	age related macular degeneration	54518	1	0	0.002317068	0.002317068	GeneticVariation	GAD
ARL15	DOID:10871	age related macular degeneration	54622	1	0	0.002317068	0.002317068	GeneticVariation	GAD
CC2D1A	DOID:10871	age related macular degeneration	54862	1	1	0.002317068	0.002317068	GeneticVariation	GAD
RNF125	DOID:10871	age related macular degeneration	54941	1	0	0.002317068	0.002317068	GeneticVariation	GAD
MSTO1	DOID:10871	age related macular degeneration	55154	1	0	0.002317068	0.002317068	GeneticVariation	GAD
DARS2	DOID:10871	age related macular degeneration	55157	1	0	0.002317068	0.002317068	GeneticVariation	GAD
YY1AP1	DOID:10871	age related macular degeneration	55249	1	0	0.002317068	0.002317068	GeneticVariation	GAD
MTMR8	DOID:10871	age related macular degeneration	55613	1	0	0.002317068	0.002317068	GeneticVariation	GAD
BTBD2	DOID:10871	age related macular degeneration	55643	1	0	0.002317068	0.002317068	GeneticVariation	GAD
DOK5	DOID:10871	age related macular degeneration	55816	1	0	0.002317068	0.002317068	GeneticVariation	GAD
PAK7	DOID:10871	age related macular degeneration	57144	1	0	0.002317068	0.002317068	GeneticVariation	GAD
PLEKHB1	DOID:10871	age related macular degeneration	58473	1	0	0.002317068	0.002317068	GeneticVariation	GAD
EPB41L4A	DOID:10871	age related macular degeneration	64097	1	0	0.002317068	0.002317068	GeneticVariation	GAD
CSMD1	DOID:10871	age related macular degeneration	64478	1	0	0.002317068	0.002317068	GeneticVariation	GAD
METTL16	DOID:10871	age related macular degeneration	79066	1	0	0.002317068	0.002317068	GeneticVariation	GAD
EHMT1	DOID:10871	age related macular degeneration	79813	1	0	0.002317068	0.002317068	GeneticVariation	GAD
MAP3K19	DOID:10871	age related macular degeneration	80122	1	0	0.002317068	0.002317068	GeneticVariation	GAD
TMEM134	DOID:10871	age related macular degeneration	80194	1	0	0.002317068	0.002317068	GeneticVariation	GAD
LY6G5C	DOID:10871	age related macular degeneration	80741	1	0	0.002317068	0.002317068	GeneticVariation	GAD
EGFL8	DOID:10871	age related macular degeneration	80864	1	0	0.002317068	0.002317068	GeneticVariation	GAD
CDCA7	DOID:10871	age related macular degeneration	83879	1	0	0.002317068	0.002317068	GeneticVariation	GAD
OBSCN	DOID:10871	age related macular degeneration	84033	1	0	0.002317068	0.002317068	GeneticVariation	GAD
ANTXR1	DOID:10871	age related macular degeneration	84168	1	0	0.002317068	0.002317068	GeneticVariation	GAD
MYO18B	DOID:10871	age related macular degeneration	84700	1	0	0.002317068	0.002317068	GeneticVariation	GAD
C1QTNF1	DOID:10871	age related macular degeneration	114897	1	1	0.002317068	0.002317068	GeneticVariation	GAD
DIS3L	DOID:10871	age related macular degeneration	115752	1	0	0.002317068	0.002317068	GeneticVariation	GAD
BTBD16	DOID:10871	age related macular degeneration	118663	1	0	0.002317068	0.002317068	GeneticVariation	GAD
LYZL2	DOID:10871	age related macular degeneration	119180	1	0	0.002317068	0.002317068	GeneticVariation	GAD
NAA30	DOID:10871	age related macular degeneration	122830	1	0	0.002317068	0.002317068	GeneticVariation	GAD
C17orf64	DOID:10871	age related macular degeneration	124773	1	0	0.002317068	0.002317068	GeneticVariation	GAD
ABRA	DOID:10871	age related macular degeneration	137735	1	0	0.002317068	0.002317068	GeneticVariation	GAD
E2F7	DOID:10871	age related macular degeneration	144455	1	0	0.002317068	0.002317068	GeneticVariation	GAD
RMDN2	DOID:10871	age related macular degeneration	151393	1	0	0.002317068	0.002317068	GeneticVariation	GAD
C8orf37	DOID:10871	age related macular degeneration	157657	1	0	0.002317068	0.002317068	GeneticVariation	GAD
ADAMTS17	DOID:10871	age related macular degeneration	170691	1	0	0.002317068	0.002317068	GeneticVariation	GAD
FBXO15	DOID:10871	age related macular degeneration	201456	1	0	0.002317068	0.002317068	GeneticVariation	GAD
ZBTB12	DOID:10871	age related macular degeneration	221527	1	0	0.002317068	0.002317068	GeneticVariation	GAD
NAPEPLD	DOID:10871	age related macular degeneration	222236	1	0	0.002317068	0.002317068	GeneticVariation	GAD
SEMA3D	DOID:10871	age related macular degeneration	223117	1	0	0.002317068	0.002317068	GeneticVariation	GAD
HCG27	DOID:10871	age related macular degeneration	253018	1	0	0.002317068	0.002317068	GeneticVariation	GAD
LY6G6F	DOID:10871	age related macular degeneration	259215	1	0	0.002317068	0.002317068	GeneticVariation	GAD
DAOA	DOID:10871	age related macular degeneration	267012	1	0	0.002317068	0.002317068	GeneticVariation	GAD
SLC24A5	DOID:10871	age related macular degeneration	283652	1	0	0.002317068	0.002317068	GeneticVariation	GAD
SLC9C2	DOID:10871	age related macular degeneration	284525	1	0	0.002317068	0.002317068	GeneticVariation	GAD
DUPD1	DOID:10871	age related macular degeneration	338599	1	0	0.002317068	0.002317068	GeneticVariation	GAD
ANKRD45	DOID:10871	age related macular degeneration	339416	1	0	0.002317068	0.002317068	GeneticVariation	GAD
KCNT2	DOID:10871	age related macular degeneration	343450	1	0	0.002317068	0.002317068	GeneticVariation	GAD
ZBTB41	DOID:10871	age related macular degeneration	360023	1	0	0.002317068	0.002317068	GeneticVariation	GAD
USP27X	DOID:10871	age related macular degeneration	389856	1	0	0.002317068	0.002317068	GeneticVariation	GAD
GPR152	DOID:10871	age related macular degeneration	390212	1	0	0.002317068	0.002317068	GeneticVariation	GAD
FAM177B	DOID:10871	age related macular degeneration	400823	1	0	0.002317068	0.002317068	GeneticVariation	GAD
SAPCD1	DOID:10871	age related macular degeneration	401251	1	0	0.002317068	0.002317068	GeneticVariation	GAD
CTRB2	DOID:10871	age related macular degeneration	440387	1	0	0.002317068	0.002317068	GeneticVariation	GAD
MROH3P	DOID:10871	age related macular degeneration	647215	1	0	0.002317068	0.002317068	GeneticVariation	GAD
UTS2R	DOID:10871	age related macular degeneration	2837	1	5	0.001417523	0.001417523	GeneticVariation	BeFree
HMOX2	DOID:10871	age related macular degeneration	3163	1	2	0.000567009	0.000567009	GeneticVariation	BeFree
IGFBP7	DOID:10871	age related macular degeneration	3490	1	2	0.000567009	0.000567009	GeneticVariation	BeFree
MAF	DOID:10871	age related macular degeneration	4094	1	2	0.000567009	0.000567009	GeneticVariation	BeFree
POLR2B	DOID:10871	age related macular degeneration	5431	1	2	0.000567009	0.000567009	GeneticVariation	BeFree
NOA1	DOID:10871	age related macular degeneration	84273	1	2	0.000567009	0.000567009	GeneticVariation	BeFree
PLIN2	DOID:10871	age related macular degeneration	123	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
ECM1	DOID:10871	age related macular degeneration	1893	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
EGF	DOID:10871	age related macular degeneration	1950	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
FGF13	DOID:10871	age related macular degeneration	2258	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
GAS6	DOID:10871	age related macular degeneration	2621	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
IGF1R	DOID:10871	age related macular degeneration	3480	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
MUTYH	DOID:10871	age related macular degeneration	4595	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
P2RX4	DOID:10871	age related macular degeneration	5025	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
RAD51B	DOID:10871	age related macular degeneration	5890	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
RHO	DOID:10871	age related macular degeneration	6010	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
TRA2B	DOID:10871	age related macular degeneration	6434	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
TNXB	DOID:10871	age related macular degeneration	7148	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
HGS	DOID:10871	age related macular degeneration	9146	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
ABCA7	DOID:10871	age related macular degeneration	10347	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
SLU7	DOID:10871	age related macular degeneration	10569	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
PPARGC1A	DOID:10871	age related macular degeneration	10891	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
OPTC	DOID:10871	age related macular degeneration	26254	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
PILRA	DOID:10871	age related macular degeneration	29992	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
VSX1	DOID:10871	age related macular degeneration	30813	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
ZCWPW1	DOID:10871	age related macular degeneration	55063	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
DOCK11	DOID:10871	age related macular degeneration	139818	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
LOC389641	DOID:10871	age related macular degeneration	389641	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
GDF6	DOID:10871	age related macular degeneration	392255	1	1	0.000283505	0.000283505	GeneticVariation	BeFree
PSEN1	DOID:10652	Alzheimer's disease	5663	1	177	0.454664898	0.454664898	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN|MGD
IL1B	DOID:10652	Alzheimer's disease	3553	1	35	0.38280761	0.38280761	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN|RGD
BACE1	DOID:10652	Alzheimer's disease	23621	1	71	0.319596312	0.319596312	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
SORL1	DOID:10652	Alzheimer's disease	6653	1	41	0.29349438	0.29349438	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
ESR1	DOID:10652	Alzheimer's disease	2099	1	23	0.256752858	0.256752858	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
CHRNA7	DOID:10652	Alzheimer's disease	1139	1	10	0.23651529	0.23651529	AlteredExpression|Biomarker|GeneticVariation	CTD_human|GAD|LHGDN
GSK3B	DOID:10652	Alzheimer's disease	2932	1	15	0.233093169	0.233093169	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
CHRNB2	DOID:10652	Alzheimer's disease	1141	1	9	0.229514568	0.229514568	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
HMOX1	DOID:10652	Alzheimer's disease	3162	1	11	0.228537029	0.228537029	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
MPO	DOID:10652	Alzheimer's disease	4353	1	10	0.227842505	0.227842505	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
PPARG	DOID:10652	Alzheimer's disease	5468	1	10	0.227481005	0.227481005	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
IGF1	DOID:10652	Alzheimer's disease	3479	1	10	0.219063249	0.219063249	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
RELN	DOID:10652	Alzheimer's disease	5649	1	4	0.215123149	0.215123149	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
TREM2	DOID:10652	Alzheimer's disease	54209	1	6	0.213656595	0.213656595	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|LHGDN
MIR146A	DOID:10652	Alzheimer's disease	406938	1	4	0.213089586	0.213089586	AlteredExpression|Biomarker|GeneticVariation	BeFree|CTD_human|LHGDN
CHAT	DOID:10652	Alzheimer's disease	1103	1	24	0.146264332	0.146264332	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN|RGD
MME	DOID:10652	Alzheimer's disease	4311	1	20	0.132517917	0.132517917	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN|MGD
PTGS2	DOID:10652	Alzheimer's disease	5743	1	16	0.12170461	0.12170461	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN|RGD
SOD1	DOID:10652	Alzheimer's disease	6647	1	14	0.107958195	0.107958195	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN|RGD
PPP3CA	DOID:10652	Alzheimer's disease	5530	1	2	0.104839645	0.104839645	AlteredExpression|Biomarker|GeneticVariation	GAD|LHGDN|MGD
IL6	DOID:10652	Alzheimer's disease	3569	1	39	0.068280434	0.068280434	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
SERPINA3	DOID:10652	Alzheimer's disease	12	1	28	0.041658673	0.041658673	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
PON1	DOID:10652	Alzheimer's disease	5444	1	15	0.039390636	0.039390636	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
CTSD	DOID:10652	Alzheimer's disease	1509	1	18	0.03650656	0.03650656	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
APOC1	DOID:10652	Alzheimer's disease	341	1	13	0.031383411	0.031383411	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
TGFB1	DOID:10652	Alzheimer's disease	7040	1	11	0.02667128	0.02667128	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
GAPDH	DOID:10652	Alzheimer's disease	2597	1	9	0.020698106	0.020698106	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
APOD	DOID:10652	Alzheimer's disease	347	1	5	0.019925587	0.019925587	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
TFCP2	DOID:10652	Alzheimer's disease	7024	1	6	0.019436573	0.019436573	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
TP53	DOID:10652	Alzheimer's disease	7157	1	14	0.01699248	0.01699248	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
GRIN2B	DOID:10652	Alzheimer's disease	2904	1	7	0.014880433	0.014880433	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
ABCB1	DOID:10652	Alzheimer's disease	5243	1	7	0.014802438	0.014802438	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
ALOX5	DOID:10652	Alzheimer's disease	240	1	7	0.014391419	0.014391419	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
CHRNA4	DOID:10652	Alzheimer's disease	1137	1	8	0.013335885	0.013335885	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
OGG1	DOID:10652	Alzheimer's disease	4968	1	5	0.012279861	0.012279861	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
ESR2	DOID:10652	Alzheimer's disease	2100	1	5	0.011996357	0.011996357	AlteredExpression|Biomarker|GeneticVariation	GAD|LHGDN
CP	DOID:10652	Alzheimer's disease	1356	1	6	0.010451808	0.010451808	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
MTOR	DOID:10652	Alzheimer's disease	2475	1	6	0.010451808	0.010451808	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
NGFR	DOID:10652	Alzheimer's disease	4804	1	6	0.010451808	0.010451808	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
NRG1	DOID:10652	Alzheimer's disease	3084	1	3	0.009962794	0.009962794	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
SIRT1	DOID:10652	Alzheimer's disease	23411	1	6	0.00829073	0.00829073	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
CRP	DOID:10652	Alzheimer's disease	1401	1	6	0.008212735	0.008212735	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
ABCA2	DOID:10652	Alzheimer's disease	20	1	3	0.007645726	0.007645726	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
DNM2	DOID:10652	Alzheimer's disease	1785	1	2	0.007645726	0.007645726	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
ADAM10	DOID:10652	Alzheimer's disease	102	1	11	0.007596695	0.007596695	AlteredExpression|Biomarker|GeneticVariation	BeFree|LHGDN
GAL	DOID:10652	Alzheimer's disease	51083	1	4	0.005406654	0.005406654	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
LRRTM3	DOID:10652	Alzheimer's disease	347731	1	3	0.005406654	0.005406654	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
GH1	DOID:10652	Alzheimer's disease	2688	1	3	0.005123149	0.005123149	AlteredExpression|Biomarker|GeneticVariation	BeFree|GAD|LHGDN
APP	DOID:10652	Alzheimer's disease	351	1	215	0.852707275	0.852707275	AlteredExpression|Biomarker|GeneticVariation|PostTranslationalModification	BeFree|CLINVAR|CTD_human|GAD|LHGDN|MGD|UNIPROT
APOE	DOID:10652	Alzheimer's disease	348	1	1132	0.49	0.49	AlteredExpression|Biomarker|GeneticVariation|PostTranslationalModification	BeFree|CTD_human|GAD|LHGDN|RGD
MAPT	DOID:10652	Alzheimer's disease	4137	1	118	0.437135246	0.437135246	AlteredExpression|Biomarker|GeneticVariation|PostTranslationalModification	BeFree|CTD_human|GAD|LHGDN|MGD
CST3	DOID:10652	Alzheimer's disease	1471	1	30	0.264505055	0.264505055	AlteredExpression|Biomarker|GeneticVariation|Therapeutic	BeFree|CTD_human|GAD|LHGDN
AGER	DOID:10652	Alzheimer's disease	177	1	7	0.114724443	0.114724443	AlteredExpression|Biomarker|GeneticVariation|Therapeutic	GAD|LHGDN|RGD
EIF2S1	DOID:10652	Alzheimer's disease	1965	1	3	0.215045154	0.215045154	AlteredExpression|Biomarker|PostTranslationalModification	CTD_human|LHGDN
CD40LG	DOID:10652	Alzheimer's disease	959	1	2	0.004839645	0.004839645	AlteredExpression|GeneticVariation	GAD|LHGDN
CHRNA3	DOID:10652	Alzheimer's disease	1136	1	2	0.004839645	0.004839645	AlteredExpression|GeneticVariation	GAD|LHGDN
EIF4EBP1	DOID:10652	Alzheimer's disease	1978	1	2	0.004839645	0.004839645	AlteredExpression|GeneticVariation	GAD|LHGDN
TIMP1	DOID:10652	Alzheimer's disease	7076	1	2	0.004839645	0.004839645	AlteredExpression|GeneticVariation	GAD|LHGDN
TNFAIP1	DOID:10652	Alzheimer's disease	7126	1	2	0.004839645	0.004839645	AlteredExpression|GeneticVariation	GAD|LHGDN
LRP8	DOID:10652	Alzheimer's disease	7804	1	2	0.004839645	0.004839645	AlteredExpression|GeneticVariation	GAD|LHGDN
ARMS2	DOID:10652	Alzheimer's disease	387715	1	1	0.004839645	0.004839645	AlteredExpression|GeneticVariation	GAD|LHGDN
ACE	DOID:10652	Alzheimer's disease	1636	1	50	0.396672258	0.396672258	Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN|RGD
